 20240802-143122,[command] python model_zoo/PNN/run_expid.py,[exp_id] PNN_amazonelectronics_x1_id_only,[dataset_id] AmazonElectronics_x1_id_only,[train] N.A.,[val] gAUC: 0.875189 - AUC: 0.876771 - logloss: 0.442588,[test] gAUC: 0.875189 - AUC: 0.876771 - logloss: 0.442588
 20240802-144903,[command] python model_zoo/PNN/run_expid.py,[exp_id] PNN_amazonelectronics_x1_id_only,[dataset_id] AmazonElectronics_x1_id_only,[train] N.A.,[val] gAUC: 0.875189 - AUC: 0.876771 - logloss: 0.442588,[test] gAUC: 0.875189 - AUC: 0.876771 - logloss: 0.442588
 20240802-213632,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.874825 - AUC: 0.877001 - logloss: 0.440031,[test] gAUC: 0.874825 - AUC: 0.877001 - logloss: 0.440031
 20240803-094812,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.874165 - AUC: 0.875979 - logloss: 0.453849,[test] gAUC: 0.874165 - AUC: 0.875979 - logloss: 0.453849
 20240803-103102,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.876582 - AUC: 0.878921 - logloss: 0.437517,[test] gAUC: 0.876582 - AUC: 0.878921 - logloss: 0.437517
 20240803-161543,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.874804 - AUC: 0.876543 - logloss: 0.459461,[test] gAUC: 0.874804 - AUC: 0.876543 - logloss: 0.459461
 20240803-162629,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.873282 - AUC: 0.875315 - logloss: 0.442550,[test] gAUC: 0.873282 - AUC: 0.875315 - logloss: 0.442550
 20240804-114839,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.874607 - AUC: 0.876636 - logloss: 0.440991,[test] gAUC: 0.874607 - AUC: 0.876636 - logloss: 0.440991
 20240804-131127,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.875189 - AUC: 0.876961 - logloss: 0.440965,[test] gAUC: 0.875189 - AUC: 0.876961 - logloss: 0.440965
 20240804-140301,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.874347 - AUC: 0.876283 - logloss: 0.464184,[test] gAUC: 0.874347 - AUC: 0.876283 - logloss: 0.464184
 20240804-165622,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_attn_score_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_attn_score_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.847669 - AUC: 0.847513 - logloss: 0.484236,[test] gAUC: 0.847669 - AUC: 0.847513 - logloss: 0.484236
 20240804-165813,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_attn_score_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_attn_score_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.839914 - AUC: 0.835322 - logloss: 0.498297,[test] gAUC: 0.839914 - AUC: 0.835322 - logloss: 0.498297
 20240804-172105,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_attn_score_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_attn_score_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.865667 - AUC: 0.866315 - logloss: 0.456118,[test] gAUC: 0.865667 - AUC: 0.866315 - logloss: 0.456118
 20240804-172246,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_attn_score_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_attn_score_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.869430 - AUC: 0.869667 - logloss: 0.450494,[test] gAUC: 0.869430 - AUC: 0.869667 - logloss: 0.450494
 20240805-104504,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.872741 - AUC: 0.873912 - logloss: 0.466242,[test] gAUC: 0.872741 - AUC: 0.873912 - logloss: 0.466242
 20240805-104910,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.873323 - AUC: 0.875602 - logloss: 0.443799,[test] gAUC: 0.873323 - AUC: 0.875602 - logloss: 0.443799
 20240805-111556,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.871925 - AUC: 0.873770 - logloss: 0.446108,[test] gAUC: 0.871925 - AUC: 0.873770 - logloss: 0.446108
 20240805-111742,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.874508 - AUC: 0.876171 - logloss: 0.442736,[test] gAUC: 0.874508 - AUC: 0.876171 - logloss: 0.442736
 20240805-115346,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_v2 --gpu 1,[exp_id] PNN_amazonelectronics_x1_filter_cosine_v2,[dataset_id] AmazonElectronics_x1_filter_v2,[train] N.A.,[val] gAUC: 0.874144 - AUC: 0.876361 - logloss: 0.442214,[test] gAUC: 0.874144 - AUC: 0.876361 - logloss: 0.442214
 20240805-125611,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonelectronics_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonelectronics_x1_filter_cosine_pre_v2,[dataset_id] AmazonElectronics_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.872845 - AUC: 0.873914 - logloss: 0.445995,[test] gAUC: 0.872845 - AUC: 0.873914 - logloss: 0.445995
 20240812-142451,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonbooks_x1_filter_cosine_v2,[exp_id] PNN_amazonbooks_x1_filter_cosine_v2,[dataset_id] AmazonBooks_x1_filter_v2,[train] N.A.,[val] gAUC: 0.927556 - AUC: 0.933345 - logloss: 0.358666,[test] gAUC: 0.927556 - AUC: 0.933345 - logloss: 0.358666
 20240813-000051,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonbooks_x1_id_only,[exp_id] PNN_amazonbooks_x1_id_only,[dataset_id] AmazonBooks_x1_id_only,[train] N.A.,[val] gAUC: 0.923043 - AUC: 0.930495 - logloss: 0.372936,[test] gAUC: 0.923043 - AUC: 0.930495 - logloss: 0.372936
 20240815-231552,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonbooks_x1_filter_cosine_pre_v2,[exp_id] PNN_amazonbooks_x1_filter_cosine_pre_v2,[dataset_id] AmazonBooks_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.926882 - AUC: 0.932916 - logloss: 0.364568,[test] gAUC: 0.926882 - AUC: 0.932916 - logloss: 0.364568
 20240816-015341,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonbooks_x1_filter_attn_score_pre_v2,[exp_id] PNN_amazonbooks_x1_filter_attn_score_pre_v2,[dataset_id] AmazonBooks_x1_filter_pre_v2,[train] N.A.,[val] gAUC: 0.930396 - AUC: 0.935009 - logloss: 0.328311,[test] gAUC: 0.930396 - AUC: 0.935009 - logloss: 0.328311
 20240816-060954,[command] python model_zoo/PNN/run_expid.py --expid PNN_amazonbooks_x1_filter_attn_score_v2,[exp_id] PNN_amazonbooks_x1_filter_attn_score_v2,[dataset_id] AmazonBooks_x1_filter_v2,[train] N.A.,[val] gAUC: 0.933414 - AUC: 0.938228 - logloss: 0.321797,[test] gAUC: 0.933414 - AUC: 0.938228 - logloss: 0.321797
